id,url
press-release-2022-12-21,https://january6th.house.gov/news/press-releases/release-select-committee-materials
press-release-2022-12-22,https://january6th.house.gov/news/press-releases/release-select-committee-materials-0
press-release-2022-12-22-b,https://january6th.house.gov/news/press-releases/release-select-committee-materials-1
press-release-2022-12-23,https://january6th.house.gov/news/press-releases/release-select-committee-materials-2
press-release-2022-12-27,https://january6th.house.gov/news/press-releases/release-select-committee-materials-3
press-release-2022-12-29,https://january6th.house.gov/news/press-releases/release-select-committee-materials-4
press-release-2022-12-30,https://january6th.house.gov/news/press-releases/release-select-committee-materials-5
press-release-2022-12-30-b,https://january6th.house.gov/news/press-releases/release-select-committee-materials-7
press-release-2023-01-02,https://january6th.house.gov/news/press-releases/release-select-committee-materials-8
